timestamp,type,side,price,conditions_met,ema_cross,rsi_confirm,mfi_confirm,trend_align,volume_confirm,rsi,mfi,atr,bb_width,leverage,stop_loss,take_profit
2026-02-26T02:41:00.158Z,ENTRY_SHORT,SHORT,67942.40,5,true,true,true,true,true,44.13,42.13,56.9736,0.2776,12,68056.35,67742.99
2026-02-26T04:12:59.933Z,ENTRY_LONG,LONG,68532.50,5,true,true,true,true,true,79.07,80.36,48.1542,0.7116,12,68436.19,68701.04
2026-02-26T04:33:01.125Z,ENTRY_LONG,LONG,68761.20,5,true,true,true,true,true,71.48,56.16,64.7133,0.4680,12,68631.77,68987.70
2026-02-26T04:34:00.600Z,ENTRY_LONG,LONG,68772.80,5,true,true,true,true,true,72.02,71.17,66.5981,0.5453,12,68639.60,69005.89
2026-02-26T05:09:00.839Z,ENTRY_SHORT,SHORT,68301.60,5,true,true,true,true,true,26.62,15.01,54.7752,0.6528,12,68411.15,68109.89
2026-02-26T05:10:59.986Z,ENTRY_SHORT,SHORT,68289.40,5,true,true,true,true,true,28.43,38.26,55.7786,0.6846,12,68400.96,68094.17
2026-02-26T06:22:00.394Z,ENTRY_SHORT,SHORT,68294.60,5,true,true,true,true,true,42.14,42.51,44.8910,0.3633,12,68384.38,68137.48
2026-02-26T06:30:01.572Z,ENTRY_SHORT,SHORT,68216.30,5,true,true,true,true,true,35.04,29.28,43.9443,0.3477,12,68304.19,68062.50
2026-02-26T06:31:01.334Z,ENTRY_SHORT,SHORT,68199.90,5,true,true,true,true,true,33.65,26.86,43.0268,0.3667,12,68285.95,68049.31
2026-02-26T06:46:59.577Z,ENTRY_SHORT,SHORT,68066.80,5,true,true,true,true,true,34.32,30.53,45.0774,0.3519,12,68156.95,67909.03
2026-02-26T06:48:00.003Z,ENTRY_SHORT,SHORT,68058.20,5,true,true,true,true,true,33.59,47.59,47.4790,0.3050,12,68153.16,67892.02
2026-02-26T07:38:00.034Z,ENTRY_SHORT,SHORT,68007.50,5,true,true,true,true,true,30.30,16.92,41.3635,0.2792,12,68090.23,67862.73
2026-02-26T07:42:00.606Z,ENTRY_SHORT,SHORT,68012.30,5,true,true,true,true,true,33.05,16.90,41.0272,0.3582,12,68094.35,67868.70
2026-02-26T07:46:59.869Z,ENTRY_SHORT,SHORT,67927.80,5,true,true,true,true,true,27.40,10.30,40.1551,0.4214,12,68008.11,67787.26
2026-02-26T07:52:00.902Z,ENTRY_SHORT,SHORT,67805.40,5,true,true,true,true,true,22.54,8.62,45.4472,0.4433,12,67896.29,67646.33
2026-02-26T08:03:00.408Z,ENTRY_SHORT,SHORT,67831.80,5,true,true,true,true,true,36.21,39.84,46.0552,0.3764,12,67923.91,67670.61
2026-02-26T08:15:59.731Z,ENTRY_LONG,LONG,68064.50,5,true,true,true,true,true,67.39,55.05,51.6408,0.4207,12,67961.22,68245.24
2026-02-26T08:22:01.504Z,ENTRY_LONG,LONG,68154.30,5,true,true,true,true,true,70.02,62.97,56.8827,0.5835,12,68040.53,68353.39
2026-02-26T08:59:00.885Z,ENTRY_SHORT,SHORT,67923.60,5,true,true,true,true,true,40.29,40.74,43.6543,0.2767,12,68010.91,67770.81
2026-02-26T09:02:00.720Z,ENTRY_SHORT,SHORT,67915.50,5,true,true,true,true,true,40.73,34.47,50.0741,0.2709,12,68015.65,67740.24
2026-02-26T09:12:59.707Z,ENTRY_LONG,LONG,68324.30,5,true,true,true,true,true,76.85,77.35,58.5622,0.5700,12,68207.18,68529.27
2026-02-26T09:14:59.837Z,ENTRY_LONG,LONG,68299.50,5,true,true,true,true,true,72.73,86.58,61.8051,0.7560,12,68175.89,68515.82
2026-02-26T09:47:00.277Z,ENTRY_LONG,LONG,68453.70,5,true,true,true,true,true,68.85,78.76,53.2782,0.6397,12,68347.14,68640.17
2026-02-26T09:48:00.952Z,ENTRY_LONG,LONG,68459.30,5,true,true,true,true,true,69.89,67.20,53.9155,0.6232,12,68351.47,68648.00
2026-02-26T09:53:00.175Z,ENTRY_LONG,LONG,68587.30,5,true,true,true,true,true,76.48,69.19,53.9026,0.4523,12,68479.49,68775.96
2026-02-26T10:54:07.731Z,ENTRY_SHORT,SHORT,68259.00,5,true,true,true,true,true,32.49,19.45,44.2979,0.2607,12,68347.60,68103.96
2026-02-26T10:55:18.922Z,ENTRY_SHORT,SHORT,68247.80,5,true,true,true,true,true,31.38,17.36,44.3480,0.2992,12,68336.50,68092.58
2026-02-26T10:57:00.175Z,ENTRY_SHORT,SHORT,68235.00,5,true,true,true,true,true,32.94,25.85,43.6378,0.3507,12,68322.28,68082.27
2026-02-26T11:29:59.830Z,ENTRY_SHORT,SHORT,68122.50,5,true,true,true,true,true,32.79,19.94,36.1077,0.3932,12,68194.72,67996.12
2026-02-26T11:47:00.623Z,ENTRY_SHORT,SHORT,67998.60,5,true,true,true,true,true,26.58,31.00,35.2850,0.3097,12,68069.17,67875.10
2026-02-26T11:48:00.016Z,ENTRY_SHORT,SHORT,67982.60,5,true,true,true,true,true,24.80,23.21,34.8075,0.3445,12,68052.21,67860.77
2026-02-26T12:39:59.416Z,ENTRY_LONG,LONG,68227.90,5,true,true,true,true,true,58.88,50.52,45.6271,0.2802,12,68136.65,68387.59
2026-02-26T12:40:59.971Z,ENTRY_LONG,LONG,68235.80,5,true,true,true,true,true,59.73,58.26,44.4608,0.2906,12,68146.88,68391.41
2026-02-26T12:43:00.747Z,ENTRY_LONG,LONG,68217.20,5,true,true,true,true,true,56.13,66.13,44.7994,0.2867,12,68127.60,68374.00
2026-02-26T12:46:01.008Z,ENTRY_SHORT,SHORT,68030.90,5,true,true,true,true,true,36.52,49.01,52.9910,0.3112,12,68136.88,67845.43
2026-02-26T13:14:01.250Z,ENTRY_SHORT,SHORT,67978.80,5,true,true,true,true,true,28.70,30.76,41.4013,0.2903,12,68061.60,67833.90
2026-02-26T13:23:00.437Z,ENTRY_SHORT,SHORT,67921.50,5,true,true,true,true,true,32.77,37.19,46.3609,0.4218,12,68014.22,67759.24
2026-02-26T13:41:59.445Z,ENTRY_SHORT,SHORT,68001.10,5,true,true,true,true,true,43.68,33.57,45.9542,0.3758,12,68093.01,67840.26
2026-02-26T13:48:05.204Z,ENTRY_LONG,LONG,68131.30,5,true,true,true,true,true,59.64,53.08,46.5565,0.2763,12,68038.19,68294.25
2026-02-26T13:55:59.740Z,ENTRY_SHORT,SHORT,67893.20,5,true,true,true,true,true,33.15,27.57,49.3696,0.3043,12,67991.94,67720.41
2026-02-26T13:56:59.870Z,ENTRY_SHORT,SHORT,67839.90,5,true,true,true,true,true,29.28,18.63,51.4003,0.3832,12,67942.70,67660.00
2026-02-26T14:01:01.298Z,ENTRY_SHORT,SHORT,67797.60,5,true,true,true,true,true,30.40,19.59,51.1010,0.5309,12,67899.80,67618.75
2026-02-26T14:06:59.936Z,ENTRY_SHORT,SHORT,67666.10,5,true,true,true,true,true,27.02,24.18,62.2979,0.7283,12,67790.70,67448.06
2026-02-26T14:32:00.740Z,ENTRY_LONG,LONG,67978.00,5,true,true,true,true,true,51.45,66.80,95.5767,0.5813,12,67786.85,68312.52
