timestamp,id,symbol,side,entry_price,exit_price,quantity,leverage,margin,pnl,pnl_pct,fees,net_pnl,duration_ms,close_reason,engine,tags
2026-03-02T02:49:54.587Z,ab280df8,BTCUSDT,SHORT,66326.80,66213.00,0.018469,7,174.75,2.1018,0.9226,0.489580,1.6122,713699,TRAILING,SWING,SWING|SWING_BREAKOUT
2026-03-02T03:01:31.927Z,454046b1,BTCUSDT,SHORT,66291.60,66173.40,0.018479,7,174.75,2.1842,0.9697,0.489563,1.6947,151390,TRAILING,SWING,SWING|SWING_BREAKOUT
2026-03-02T03:11:58.455Z,ca4f50da,BTCUSDT,SHORT,66199.80,66535.60,0.037764,10,249.50,-12.6813,-5.4845,1.002536,-13.6838,1196707,SL,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_66342
2026-03-02T03:12:46.352Z,7de67335,BTCUSDT,LONG,66323.60,66471.50,0.014474,8,119.81,2.1408,1.4660,0.384428,1.7563,105386,TRAILING,TREND_RIDER,TREND_RIDER|EMA_BULLISH
2026-03-02T03:24:26.284Z,7f7b748e,BTCUSDT,LONG,66627.70,66728.20,0.021012,8,174.72,2.1117,0.8879,0.560422,1.5513,86285,TRAILING,SWING,SWING|SWING_HIGH_CONVICTION
2026-03-02T03:24:28.128Z,e9393a78,BTCUSDT,LONG,66593.00,66743.80,0.012614,7,119.83,1.9022,1.3067,0.336380,1.5658,88129,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_69
2026-03-02T03:26:02.695Z,54f7fbd0,BTCUSDT,LONG,66736.40,66665.50,0.014385,8,119.81,-1.0199,-1.1716,0.383796,-1.4037,576,SL,TREND_RIDER,TREND_RIDER|EMA_BULLISH
2026-03-02T03:38:15.590Z,0cd3041c,BTCUSDT,LONG,66736.40,66934.80,0.012587,7,119.83,2.4972,1.8031,0.336499,2.1607,733471,TRAILING,BREAKOUT_PLAY,BREAKOUT_PLAY|CONTINUATION|LEVEL_66420|VOL_2.1x
2026-03-02T03:40:07.865Z,d318c6e4,BTCUSDT,LONG,66980.70,66809.60,0.014878,10,99.46,-2.5456,-2.9599,0.398109,-2.9438,127302,SL,SCALP,SCALP
2026-03-02T04:22:07.284Z,62f753c1,BTCUSDT,LONG,66689.00,66791.70,0.020993,8,174.72,2.1560,0.9132,0.560431,1.5955,366485,TRAILING,SWING,SWING|SWING_HIGH_CONVICTION
2026-03-02T04:26:16.176Z,77e8e844,BTCUSDT,LONG,66752.70,66751.70,0.016539,8,137.78,-0.0165,-0.3325,0.441597,-0.4581,15069,SL,TREND_RIDER,TREND_RIDER|EMA_BULLISH|OI_RISING
2026-03-02T04:27:05.003Z,3f8a735b,BTCUSDT,LONG,66752.70,66879.90,0.014381,8,119.81,1.8293,1.2061,0.384366,1.4450,64760,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_72
2026-03-02T05:46:02.680Z,d7724f9d,BTCUSDT,LONG,66940.00,66880.30,0.014341,8,119.81,-0.8562,-1.0350,0.383829,-1.2400,580,SL,TREND_RIDER,TREND_RIDER|EMA_BULLISH
2026-03-02T06:21:12.324Z,22d33bb2,BTCUSDT,LONG,66859.70,66163.00,0.035896,8,299.52,-25.0088,-8.6685,0.954998,-25.9638,1810683,SL,SWING,SWING|SWING_HIGH_CONVICTION
2026-03-02T06:21:28.433Z,d325b140,BTCUSDT,SHORT,66282.90,66212.10,0.031682,7,299.58,2.2431,0.4685,0.839551,1.4036,148169,TRAILING,SWING,SWING|SWING_BREAKOUT
2026-03-02T06:49:32.546Z,ffd3936c,BTCUSDT,SHORT,66207.00,66130.60,0.031719,7,299.58,2.4233,0.5287,0.839515,1.5838,571692,TRAILING,SWING,SWING|SWING_BREAKOUT
2026-03-02T06:56:01.604Z,00622d25,BTCUSDT,SHORT,66129.20,66160.60,0.014517,8,119.81,-0.4558,-0.7011,0.384091,-0.8399,302,SL,TREND_RIDER,TREND_RIDER|EMA_BEARISH
2026-03-02T08:06:01.577Z,7472f83b,BTCUSDT,SHORT,65793.50,65847.50,0.014591,8,119.81,-0.7879,-0.9783,0.384158,-1.1721,134,SL,TREND_RIDER,TREND_RIDER|EMA_BEARISH
