timestamp,id,symbol,side,entry_price,exit_price,quantity,leverage,margin,pnl,pnl_pct,fees,net_pnl,duration_ms,close_reason,engine,tags
2026-02-27T13:43:32.435Z,b441703a,BTCUSDT,SHORT,65871.60,65865.60,0.017003,8,139.78,0.1020,-0.2475,0.447980,-0.3460,453673,TRAILING,SNIPER,SNIPER|CONFLUENCE_4|BRAIN_98
2026-02-27T13:50:49.557Z,21648c27,BTCUSDT,SHORT,66201.00,66198.80,0.015299,10,101.08,0.0337,-0.3675,0.405126,-0.3715,7970720,TRAILING,MOMENTUM,MOMENTUM
2026-02-27T15:00:49.052Z,618bd10f,BTCUSDT,SHORT,66044.10,66049.90,0.012292,8,101.32,-0.0713,-0.3909,0.324742,-0.3960,2029121,TRAILING,MOMENTUM,MOMENTUM
2026-02-27T15:06:21.278Z,3f64ca0f,BTCUSDT,SHORT,66149.90,66149.90,0.015338,10,101.25,0.0000,-0.4008,0.405831,-0.4058,322123,TRAILING,MOMENTUM,MOMENTUM
2026-02-27T15:20:24.862Z,9c369efc,BTCUSDT,SHORT,66067.60,66071.00,0.015354,10,101.23,-0.0522,-0.4524,0.405760,-0.4580,206463,TRAILING,MOMENTUM,MOMENTUM
2026-02-27T16:48:54.398Z,23a539c1,BTCUSDT,SHORT,65732.30,65506.00,0.021600,14,101.13,4.8880,4.2728,0.566943,4.3211,353943,TP,SCALP,SCALP
2026-02-27T17:31:37.090Z,82c29fe9,BTCUSDT,SHORT,65344.20,65100.00,0.021774,14,101.35,5.3173,4.6862,0.568067,4.7492,696587,TP,SCALP,SCALP
2026-02-27T18:28:49.715Z,da6fe5ae,BTCUSDT,SHORT,65514.10,65508.60,0.015264,8,124.80,0.0840,-0.2532,0.399983,-0.3160,1068194,TRAILING,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_65699
2026-02-27T19:24:48.355Z,7d50c7bb,BTCUSDT,SHORT,65200.00,65315.30,0.021870,14,101.57,-2.5216,-3.0448,0.570877,-3.0925,347634,SL,SCALP,SCALP
2026-02-27T21:31:23.922Z,de19936e,BTCUSDT,LONG,65699.70,65620.40,0.021309,14,99.72,-1.6898,-2.2558,0.559662,-2.2495,443484,SL,SCALP,SCALP
2026-02-27T21:55:30.330Z,ce0f71b1,BTCUSDT,LONG,65699.70,65376.30,0.012177,8,99.84,-3.9379,-4.2640,0.319212,-4.2571,1889894,SL,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_71
2026-02-27T22:34:26.495Z,fda2b988,BTCUSDT,LONG,65681.30,65237.60,0.015225,10,99.80,-6.7553,-7.1683,0.398649,-7.1540,4405708,SL,MOMENTUM,MOMENTUM
2026-02-27T22:34:26.495Z,e2fcc761,BTCUSDT,SHORT,65397.10,65237.60,0.021338,14,99.40,3.4034,2.8632,0.557497,2.8459,24641,TP,SCALP,SCALP
2026-02-27T22:40:46.933Z,6f6d365b,BTCUSDT,SHORT,64965.00,65349.50,0.015310,10,99.26,-5.8866,-6.3324,0.399014,-6.2856,346862,SL,MOMENTUM,MOMENTUM
2026-02-27T22:40:46.934Z,65c69898,BTCUSDT,SHORT,64965.00,65349.50,0.009236,6,99.88,-3.5511,-3.7964,0.240710,-3.7919,286990,SL,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_60
2026-02-27T23:42:38.868Z,c0a8cfe4,BTCUSDT,LONG,65828.70,65829.10,0.021045,14,98.68,0.0084,-0.5530,0.554152,-0.5457,1357959,TRAILING,SCALP,SCALP
2026-02-28T00:00:47.922Z,70f8a8fd,BTCUSDT,LONG,65805.00,65810.50,0.015196,8,124.80,0.0836,-0.2536,0.400017,-0.3164,2987385,TRAILING,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_65699
2026-02-28T00:27:09.816Z,f6369df8,BTCUSDT,LONG,65805.00,65800.40,0.012157,8,99.84,-0.0559,-0.3765,0.319989,-0.3759,4449489,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_87
2026-02-28T00:27:34.326Z,45a251f2,BTCUSDT,LONG,65725.20,65706.60,0.015056,10,98.76,-0.2800,-0.6843,0.395766,-0.6758,4473998,TRAILING,MOMENTUM,MOMENTUM
2026-02-28T01:31:07.549Z,a597b66c,BTCUSDT,LONG,65914.80,65760.90,0.015171,8,124.80,-2.3348,-2.1910,0.399533,-2.7344,1807178,SL,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_65885
2026-02-28T02:54:59.458Z,ec99e52a,BTCUSDT,SHORT,65809.50,65997.20,0.015195,8,124.80,-2.8522,-2.6064,0.400570,-3.2527,4977642,SL,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_65885
2026-02-28T04:15:33.779Z,17907874,BTCUSDT,LONG,65681.30,65687.70,0.010658,7,99.86,0.0682,-0.2121,0.280014,-0.2118,24872993,TRAILING,SWING,SWING|SWING_HIGH_CONVICTION
2026-02-28T04:15:33.780Z,8ceefb27,BTCUSDT,LONG,65927.30,65687.70,0.009101,6,99.88,-2.1806,-2.4231,0.239564,-2.4201,5972862,SL,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_57
2026-02-28T04:30:28.254Z,981a90b5,BTCUSDT,LONG,65941.10,65500.00,0.011994,8,98.70,-5.2904,-5.6795,0.315293,-5.6057,13288402,SL,MOMENTUM,MOMENTUM
2026-02-28T06:14:51.244Z,25df3135,BTCUSDT,SHORT,65538.90,65431.00,0.020966,14,97.87,2.2622,1.7503,0.549179,1.7130,1911179,TP,SCALP,SCALP
2026-02-28T06:15:44.331Z,1611e0e9,BTCUSDT,SHORT,65833.50,65393.70,0.018987,10,124.75,8.3506,6.2944,0.498330,7.8523,11383635,TP,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_65885
2026-02-28T06:16:37.698Z,cf85df7d,BTCUSDT,SHORT,65361.80,65233.30,0.021125,14,98.35,2.7146,2.1991,0.551767,2.1628,37580,TP,SCALP,SCALP
2026-02-28T06:17:54.702Z,f7519747,BTCUSDT,SHORT,65520.00,64954.00,0.014980,10,97.95,8.4786,8.2568,0.390898,8.0877,6414856,TP,MOMENTUM,MOMENTUM
2026-02-28T06:20:54.283Z,c767b042,BTCUSDT,SHORT,64960.00,64961.10,0.015262,10,98.94,-0.0168,-0.4178,0.396560,-0.4133,173927,TRAILING,MOMENTUM,MOMENTUM
2026-02-28T06:41:08.785Z,8e45e40f,BTCUSDT,SHORT,64052.10,64061.90,0.015475,10,98.92,-0.1517,-0.5541,0.396505,-0.5482,428447,TRAILING,MOMENTUM,MOMENTUM
2026-02-28T07:07:21.820Z,2120108d,BTCUSDT,SHORT,63714.30,63710.60,0.015552,10,98.89,0.0575,-0.3426,0.396353,-0.3388,1041857,TRAILING,MOMENTUM,MOMENTUM
2026-02-28T07:13:30.788Z,1383faa0,BTCUSDT,SHORT,63673.80,63675.50,0.015560,10,98.88,-0.0265,-0.4276,0.396302,-0.4228,330867,TRAILING,MOMENTUM,MOMENTUM
2026-02-28T07:38:14.820Z,26191354,BTCUSDT,SHORT,65689.50,63946.20,0.010656,7,99.86,18.5769,18.3263,0.276285,18.3007,12133321,TRAILING,SWING,SWING|SWING_HIGH_CONVICTION
2026-02-28T07:38:14.821Z,2a5e3a8a,BTCUSDT,SHORT,65715.00,63946.20,0.009130,6,99.88,16.1497,15.9321,0.236770,15.9130,11833480,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_66
2026-02-28T07:38:20.682Z,0f81337e,BTCUSDT,SHORT,63430.70,64011.20,0.015616,10,98.85,-9.0651,-9.5727,0.398025,-9.4631,920312,LIQUIDATION,MOMENTUM,MOMENTUM
