timestamp,regime,special_event,confidence,allowed_sides,bias,lev_mult,size_mult,rsi_5m,rsi_1h,mfi_5m,bb_width,atr_pct,mom_1h,mom_4h,vol_trend,consec_green,consec_red,exhaustion_score,divergence_type,divergence_strength
2026-02-27T00:02:00.586Z,UPTREND,NONE,31.5,BOTH,LONG,1.00,1.00,48.20,44.43,33.59,0.3783,0.1443,-0.0230,-0.3763,FLAT,1,0,0,NONE,0
2026-02-27T00:05:59.575Z,TRANSITION,NONE,24.0,BOTH,NEUTRAL,0.70,1.00,42.07,44.43,31.52,0.3699,0.1443,0.1444,-0.3663,FLAT,0,1,0,NONE,0
2026-02-27T00:08:59.694Z,TRANSITION,NONE,24.0,BOTH,NEUTRAL,0.70,1.00,42.07,44.43,31.52,0.3699,0.1443,0.0899,-0.2668,FLAT,0,1,0,NONE,0
2026-02-27T00:12:59.366Z,TRANSITION,NONE,27.0,BOTH,NEUTRAL,0.70,1.00,48.27,44.43,38.66,0.3517,0.1496,-0.3456,-0.5868,RISING,1,0,0,NONE,0
2026-02-27T00:16:59.658Z,TRANSITION,NONE,19.5,BOTH,NEUTRAL,0.70,1.00,41.55,44.43,36.59,0.4010,0.1590,-0.1590,-0.5446,RISING,0,1,0,NONE,0
2026-02-27T00:20:59.729Z,TRANSITION,NONE,24.0,BOTH,NEUTRAL,0.70,1.00,38.15,44.43,33.99,0.4883,0.1614,-0.4123,-0.5958,RISING,0,2,0,NONE,0
2026-02-27T00:24:00.713Z,DOWNTREND,BREAKOUT,42.0,BOTH,SHORT,1.00,2.00,38.15,44.43,33.99,0.4883,0.1617,-0.5606,-0.6353,RISING,0,2,0,NONE,0
2026-02-27T00:28:00.201Z,DOWNTREND,BREAKOUT,87.0,SHORT_ONLY,SHORT,1.20,2.00,35.85,44.43,28.50,0.5709,0.1631,-0.5967,-0.5868,RISING,0,3,0,NONE,0
2026-02-27T00:31:59.230Z,DOWNTREND,BREAKOUT,79.5,SHORT_ONLY,SHORT,1.20,1.00,40.86,44.43,37.79,0.5800,0.1668,-0.4831,-0.4534,RISING,1,0,0,NONE,0
2026-02-27T00:35:00.307Z,DOWNTREND,BREAKOUT,69.0,SHORT_ONLY,SHORT,1.20,1.00,40.86,44.43,37.79,0.5800,0.1667,-0.4594,-0.3172,RISING,1,0,0,NONE,0
2026-02-27T00:38:59.396Z,DOWNTREND,BREAKOUT,87.0,SHORT_ONLY,SHORT,1.20,2.00,39.84,40.23,39.87,0.6092,0.1644,-0.7161,-0.4474,RISING,0,1,0,NONE,0
2026-02-27T00:41:59.428Z,DOWNTREND,BREAKOUT,79.5,SHORT_ONLY,SHORT,1.20,1.00,32.43,40.23,31.80,0.7159,0.1805,-0.4639,-0.3853,RISING,0,2,0,NONE,0
2026-02-27T00:45:59.265Z,DOWNTREND,BREAKOUT,87.0,SHORT_ONLY,SHORT,1.20,2.00,32.44,40.23,30.10,0.8144,0.1797,-0.6261,-0.5485,RISING,0,3,0,NONE,0
2026-02-27T00:48:59.508Z,DOWNTREND,BREAKOUT,87.0,SHORT_ONLY,SHORT,1.20,1.00,32.44,40.23,30.10,0.8144,0.1796,-0.5126,-0.4088,RISING,0,3,0,NONE,0
2026-02-27T00:53:00.908Z,DOWNTREND,BREAKOUT,57.0,BOTH,SHORT,1.00,1.00,35.52,40.23,20.70,0.8724,0.1863,-0.3159,-0.1261,RISING,1,0,0,NONE,0
2026-02-27T00:56:59.764Z,DOWNTREND,BREAKOUT,79.5,SHORT_ONLY,SHORT,1.20,1.00,35.20,40.23,29.05,0.9095,0.1864,-0.4042,-0.2927,RISING,0,1,0,NONE,0
2026-02-27T01:00:59.784Z,DOWNTREND,BREAKOUT,97.5,SHORT_ONLY,SHORT,1.20,1.00,41.09,40.23,28.35,0.9202,0.1845,-0.4311,-0.2903,RISING,1,0,0,NONE,0
2026-02-27T01:05:00.800Z,DOWNTREND,BREAKOUT,100.0,SHORT_ONLY,SHORT,1.20,1.00,41.09,40.23,28.35,0.9202,0.1848,-0.6607,-0.5068,RISING,1,0,0,NONE,0
2026-02-27T01:08:00.900Z,DOWNTREND,BREAKOUT,100.0,SHORT_ONLY,SHORT,1.20,2.00,33.64,40.23,26.26,0.9532,0.1904,-0.9557,-0.5593,RISING,0,1,0,NONE,0
2026-02-27T01:11:59.435Z,DOWNTREND,BREAKOUT,100.0,SHORT_ONLY,SHORT,1.20,1.00,28.37,40.23,19.95,1.0487,0.2101,-0.5180,-0.3895,RISING,0,2,0,NONE,0
2026-02-27T01:15:59.085Z,DOWNTREND,NONE,100.0,SHORT_ONLY,SHORT,1.20,1.00,33.41,40.23,19.70,1.0597,0.2072,-0.5494,-0.5569,RISING,1,0,0,NONE,0
2026-02-27T01:18:59.189Z,DOWNTREND,NONE,97.5,SHORT_ONLY,SHORT,1.20,1.00,33.41,40.23,19.70,1.0597,0.2070,-0.3198,-0.4091,RISING,1,0,0,NONE,0
2026-02-27T01:22:00.638Z,DOWNTREND,NONE,97.5,SHORT_ONLY,SHORT,1.20,1.00,37.48,40.23,20.75,1.0282,0.2119,-0.3242,-0.4895,RISING,2,0,0,NONE,0
2026-02-27T01:26:00.889Z,DOWNTREND,NONE,97.5,SHORT_ONLY,SHORT,1.20,1.00,39.60,40.23,21.35,0.9963,0.2103,-0.1488,-0.3976,RISING,3,0,0,NONE,0
2026-02-27T01:29:59.184Z,DOWNTREND,NONE,97.5,SHORT_ONLY,SHORT,1.20,1.00,39.60,40.23,21.35,0.9963,0.2103,-0.3390,-0.5870,RISING,3,0,0,NONE,0
2026-02-27T01:32:59.558Z,DOWNTREND,NONE,57.0,BOTH,SHORT,1.00,1.00,39.10,40.23,25.55,0.9539,0.2094,-0.1371,-0.4377,RISING,0,1,0,NONE,0
2026-02-27T01:36:59.671Z,DOWNTREND,BREAKOUT,49.5,BOTH,SHORT,1.00,1.00,47.10,38.82,29.51,0.8917,0.2132,0.1330,-0.2012,RISING,1,0,0,NONE,0
2026-02-27T01:40:59.234Z,DOWNTREND,BREAKOUT,42.0,BOTH,SHORT,1.00,1.00,51.81,38.82,32.14,0.8122,0.2073,0.1379,-0.1493,FLAT,2,0,0,NONE,0
