timestamp,id,symbol,side,entry_price,exit_price,quantity,leverage,margin,pnl,pnl_pct,fees,net_pnl,duration_ms,close_reason,engine,tags
2026-02-28T19:57:22.993Z,f7ec4375,BTCUSDT,LONG,66179.30,66229.20,0.012194,8,100.71,0.6085,0.2835,0.322910,0.2856,1283026,TRAILING,MOMENTUM,MOMENTUM
2026-02-28T22:15:00.798Z,65a75404,BTCUSDT,LONG,66898.80,66898.80,0.010464,7,99.86,0.0000,-0.2804,0.280000,-0.2800,819,SL,TREND_RIDER,TREND_RIDER|EMA_BULLISH
2026-02-28T22:35:08.561Z,4d7df72a,BTCUSDT,LONG,67040.10,67288.90,0.014914,10,99.79,3.7107,3.3171,0.400686,3.3100,728712,TP,SCALP,SCALP
2026-02-28T22:40:43.688Z,4a703bb8,BTCUSDT,LONG,67230.40,67286.40,0.010412,7,99.86,0.5831,0.3034,0.280117,0.3030,283347,TRAILING,TREND_RIDER,TREND_RIDER|EMA_BULLISH
2026-02-28T22:50:45.636Z,acbff1a4,BTCUSDT,LONG,67299.30,67347.90,0.012482,7,119.83,0.6066,0.2257,0.336121,0.2705,286293,TRAILING,BREAKOUT_PLAY,BREAKOUT_PLAY|CONTINUATION|LEVEL_67040|VOL_3.5x
2026-02-28T23:14:11.222Z,16635742,BTCUSDT,LONG,66898.80,66952.20,0.010464,7,99.86,0.5588,0.2790,0.280112,0.2786,3552126,TRAILING,SWING,SWING|SWING_HIGH_CONVICTION
2026-02-28T23:14:11.223Z,1a19a824,BTCUSDT,LONG,66898.80,66952.20,0.011958,8,99.84,0.6386,0.3190,0.320128,0.3184,3552126,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_80
2026-02-28T23:14:11.224Z,445edd01,BTCUSDT,LONG,66898.80,66952.20,0.011958,8,99.84,0.6386,0.3190,0.320128,0.3184,3552126,TRAILING,MOMENTUM,MOMENTUM
2026-02-28T23:51:01.381Z,eb64121f,BTCUSDT,LONG,66998.90,66950.00,0.010448,7,99.86,-0.5109,-0.7919,0.279898,-0.7908,1480,SL,TREND_RIDER,TREND_RIDER|EMA_BULLISH
2026-03-01T01:19:59.509Z,f6a415d4,BTCUSDT,SHORT,66213.50,66173.20,0.015131,10,99.99,0.6098,0.2092,0.400624,0.2091,480303,TRAILING,SCALP,SCALP
2026-03-01T01:34:26.856Z,4cf882c0,BTCUSDT,SHORT,66790.50,66541.90,0.017967,8,149.76,4.4665,2.6625,0.479107,3.9874,5007210,TRAILING,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_67040
2026-03-01T01:37:47.793Z,dc7a7bd5,BTCUSDT,SHORT,66163.00,66719.50,0.009069,6,99.88,-5.0466,-5.2940,0.241009,-5.2876,1008602,SL,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_69
2026-03-01T01:48:03.599Z,0bc4abc1,BTCUSDT,SHORT,66213.50,66868.80,0.012105,8,100.03,-7.9322,-8.2522,0.322183,-8.2544,2164395,SL,MOMENTUM,MOMENTUM
2026-03-01T01:49:53.815Z,443f9fb4,BTCUSDT,SHORT,66587.10,67213.50,0.009011,6,99.88,-5.6443,-5.8925,0.241129,-5.8855,233779,SL,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_68
2026-03-01T02:16:01.244Z,1b636790,BTCUSDT,LONG,67844.60,67830.90,0.010318,7,99.86,-0.1414,-0.4219,0.279972,-0.4213,1205,SL,TREND_RIDER,TREND_RIDER|EMA_BULLISH
2026-03-01T02:46:20.388Z,dfa36332,BTCUSDT,LONG,67979.60,68015.90,0.014623,10,99.20,0.5308,0.1341,0.397721,0.1331,200162,TRAILING,SCALP,SCALP
