timestamp,id,symbol,side,entry_price,exit_price,quantity,leverage,margin,pnl,pnl_pct,fees,net_pnl,duration_ms,close_reason,engine,tags
2026-02-26T11:28:50.244Z,21769a8b,BTCUSDT,LONG,68331.00,68140.90,0.014635,10,99.80,-2.7820,-3.1879,0.399444,-3.1815,3170004,SL,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_68254
2026-02-26T11:46:12.274Z,330560ee,BTCUSDT,LONG,68445.50,67993.70,0.014331,10,97.89,-6.4747,-7.0136,0.391057,-6.8657,7032735,TRAILING,MOMENTUM,MOMENTUM
2026-02-26T11:46:12.275Z,c753afa3,BTCUSDT,SHORT,68122.50,67993.70,0.011505,8,97.81,1.4819,1.1948,0.313206,1.1686,972444,TP,SCALP,SCALP
2026-02-26T12:00:42.654Z,6800c229,BTCUSDT,SHORT,67998.60,68070.30,0.020112,14,97.41,-1.4420,-2.0422,0.547322,-1.9893,822031,SL,SCALP,SCALP
2026-02-26T12:44:16.340Z,37f5734c,BTCUSDT,LONG,68227.90,68131.60,0.017163,12,97.35,-1.6528,-2.1786,0.468078,-2.1209,256924,SL,SCALP,SCALP
2026-02-26T12:49:34.103Z,17ab3610,BTCUSDT,SHORT,68030.90,68139.90,0.020060,14,97.21,-2.1865,-2.8114,0.546320,-2.7329,213094,SL,SCALP,SCALP
2026-02-26T13:26:40.858Z,2591cfd3,BTCUSDT,SHORT,67978.80,68079.90,0.017183,12,97.11,-1.7372,-2.2705,0.467591,-2.2048,759608,SL,SCALP,SCALP
2026-02-26T13:47:03.085Z,18015232,BTCUSDT,SHORT,68001.10,68096.40,0.020018,14,96.96,-1.9077,-2.5295,0.544881,-2.4526,303640,SL,SCALP,SCALP
2026-02-26T13:50:14.301Z,d7861f05,BTCUSDT,LONG,68131.30,68022.40,0.017104,12,96.88,-1.8626,-2.4034,0.465753,-2.3284,129096,SL,SCALP,SCALP
2026-02-26T14:06:31.448Z,5bd4c06b,BTCUSDT,SHORT,67893.20,67700.00,0.020001,14,96.72,3.8641,3.4343,0.542388,3.3217,631708,TP,SCALP,SCALP
2026-02-26T14:35:09.218Z,58f3bc91,BTCUSDT,SHORT,68176.10,68205.10,0.011734,8,99.84,-0.3403,-0.6614,0.320068,-0.6604,11167831,TRAILING,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_68254
2026-02-26T14:38:33.829Z,27c780e8,BTCUSDT,LONG,67978.00,67888.30,0.017151,12,96.93,-1.5385,-2.0681,0.466056,-2.0045,393089,TRAILING,SCALP,SCALP
2026-02-26T14:55:27.930Z,16f18f81,BTCUSDT,SHORT,67332.20,67587.40,0.020174,14,96.75,-5.1484,-5.8838,0.544375,-5.6928,448196,TRAILING,SCALP,SCALP
2026-02-26T15:16:29.754Z,2946a138,BTCUSDT,SHORT,67998.60,67100.10,0.014366,10,97.49,12.9076,12.8418,0.388157,12.5194,12569132,TP,MOMENTUM,MOMENTUM
2026-02-26T15:16:46.022Z,0e3a1dba,BTCUSDT,SHORT,67536.50,67056.00,0.020054,14,96.47,9.6360,9.4289,0.539824,9.0961,885161,TP,SCALP,SCALP
2026-02-26T15:26:48.562Z,36876b69,BTCUSDT,SHORT,67050.00,67159.90,0.020425,14,97.55,-2.2447,-2.8632,0.548252,-2.7930,589085,TRAILING,SCALP,SCALP
2026-02-26T15:34:25.995Z,e24e367e,BTCUSDT,SHORT,67867.10,66815.00,0.014735,10,99.80,15.5024,15.1357,0.396900,15.1055,3206662,TP,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_67957
2026-02-26T15:43:55.711Z,4460975f,BTCUSDT,SHORT,67050.00,67425.60,0.014589,10,97.63,-5.4798,-6.0149,0.392384,-5.8722,1616235,TRAILING,MOMENTUM,MOMENTUM
2026-02-26T16:25:53.675Z,0ebdce0c,BTCUSDT,SHORT,67099.30,67324.50,0.020477,14,97.87,-4.6115,-5.2744,0.550529,-5.1620,1134405,SL,SCALP,SCALP
2026-02-26T16:32:51.759Z,3599191f,BTCUSDT,LONG,67438.50,67256.30,0.017418,12,97.65,-3.1735,-3.7304,0.469218,-3.6427,231840,SL,SCALP,SCALP
2026-02-26T16:41:25.271Z,1be83f58,BTCUSDT,SHORT,66926.20,67134.90,0.017518,12,97.47,-3.6561,-4.2329,0.469710,-4.1258,325174,SL,SCALP,SCALP
2026-02-26T16:49:54.021Z,c6f57254,BTCUSDT,SHORT,66848.10,66999.50,0.020419,14,97.22,-3.0914,-3.7419,0.546604,-3.6380,234684,TRAILING,SCALP,SCALP
2026-02-26T17:28:08.897Z,c14e66ad,BTCUSDT,SHORT,66749.30,66916.70,0.020974,14,99.72,-3.5110,-4.0832,0.560702,-4.0718,249594,SL,SCALP,SCALP
2026-02-26T17:53:52.286Z,e8c6f340,BTCUSDT,SHORT,66613.60,66799.90,0.020974,14,99.52,-3.9074,-4.4888,0.559641,-4.4671,172703,SL,SCALP,SCALP
2026-02-26T17:53:58.415Z,cf5b0265,BTCUSDT,SHORT,66821.10,66820.00,0.011972,8,99.84,0.0132,-0.3073,0.319997,-0.3068,1678962,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_100
2026-02-26T18:17:12.148Z,85c42be0,BTCUSDT,SHORT,66870.00,66873.30,0.010468,7,99.86,-0.0345,-0.3150,0.280007,-0.3146,3492165,TRAILING,SWING,SWING|SWING_HIGH_CONVICTION
2026-02-26T18:17:12.149Z,a736908c,BTCUSDT,SHORT,66870.00,66873.30,0.014954,10,99.80,-0.0493,-0.4503,0.400010,-0.4494,3492164,TRAILING,MOMENTUM,MOMENTUM
2026-02-26T18:32:56.665Z,6acbe7f4,BTCUSDT,SHORT,66978.50,66972.90,0.014858,10,99.32,0.0832,-0.3170,0.398061,-0.3149,897005,TRAILING,MOMENTUM,MOMENTUM
2026-02-26T18:34:53.326Z,e6aadc01,BTCUSDT,SHORT,66646.40,67272.60,0.012004,8,99.84,-7.5167,-7.8507,0.321503,-7.8382,1400410,SL,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_100
2026-02-26T19:41:10.766Z,ac3dca21,BTCUSDT,LONG,67396.00,67400.00,0.011765,8,98.95,0.0471,-0.2730,0.317167,-0.2701,2350868,TRAILING,MOMENTUM,MOMENTUM
2026-02-26T20:23:55.373Z,3c92e441,BTCUSDT,LONG,67600.80,67600.00,0.014659,10,98.90,-0.0117,-0.4127,0.396391,-0.4081,1675674,TRAILING,MOMENTUM,MOMENTUM
2026-02-26T20:26:30.953Z,921fc7b9,BTCUSDT,LONG,67556.80,67561.70,0.020536,14,98.82,0.1006,-0.4598,0.554971,-0.4543,1591448,TRAILING,SCALP,SCALP
2026-02-26T21:09:37.007Z,5326231f,BTCUSDT,LONG,67768.80,67170.90,0.008854,6,99.88,-5.2936,-5.5392,0.238941,-5.5325,3817627,SL,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_68
2026-02-27T00:39:49.000Z,cd74e464,BTCUSDT,SHORT,67123.40,67119.90,0.020602,14,98.50,0.0721,-0.4884,0.553146,-0.4810,109587,TRAILING,SCALP,SCALP
2026-02-27T00:46:18.127Z,17ef9445,BTCUSDT,LONG,67587.40,66963.70,0.014659,10,98.88,-9.1430,-9.6455,0.394483,-9.5374,15738856,LIQUIDATION,MOMENTUM,MOMENTUM
2026-02-27T00:47:05.018Z,18c7c142,BTCUSDT,SHORT,67045.60,67043.90,0.020621,14,98.48,0.0351,-0.5260,0.553019,-0.5180,65748,TRAILING,SCALP,SCALP
2026-02-27T00:50:25.903Z,b0ec1ee2,BTCUSDT,SHORT,67213.90,67212.70,0.011902,8,99.84,0.0143,-0.3062,0.319997,-0.3057,1345698,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_87
2026-02-27T01:06:10.126Z,06ddfd1d,BTCUSDT,SHORT,67039.80,67158.30,0.016706,8,139.78,-1.9797,-1.7371,0.448396,-2.4281,10177,SL,SNIPER,SNIPER|CONFLUENCE_4|BRAIN_100
2026-02-27T01:33:10.854Z,0f13eda6,BTCUSDT,SHORT,67125.50,67120.00,0.008938,6,99.88,0.0492,-0.1911,0.239990,-0.1908,2230992,TRAILING,TREND_FOLLOW,TREND_FOLLOW|EMA21_BOUNCE|BRAIN_57
2026-02-27T02:19:53.043Z,ad24bcd5,BTCUSDT,SHORT,67010.10,67495.20,0.014666,10,98.08,-7.1145,-7.6560,0.394534,-7.5091,5573003,SL,MOMENTUM,MOMENTUM
