timestamp,id,symbol,side,entry_price,exit_price,quantity,leverage,margin,pnl,pnl_pct,fees,net_pnl,duration_ms,close_reason,engine,tags
2026-03-01T07:35:28.580Z,473a8ba4,BTCUSDT,SHORT,66788.10,67135.50,0.014464,7,137.81,-5.0247,-3.9273,0.387405,-5.4121,2667853,SL,BREAKOUT_PLAY,BREAKOUT_PLAY|CONTINUATION|LEVEL_67110|VOL_2.3x|LIQ_CASCADE
2026-03-01T08:04:03.629Z,26d39f86,BTCUSDT,LONG,67145.80,66976.50,0.268073,10,1796.40,-45.3848,-2.9267,7.190923,-52.5757,1382919,SL,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_67110
2026-03-01T10:00:53.996Z,47cd54cc,BTCUSDT,SHORT,66478.80,66435.00,0.014531,7,137.81,0.6365,0.1815,0.386273,0.2502,3893417,TRAILING,BREAKOUT_PLAY,BREAKOUT_PLAY|CONTINUATION|LEVEL_67110|VOL_4.4x|LIQ_CASCADE
2026-03-01T10:13:12.494Z,ddf42823,BTCUSDT,SHORT,66318.80,66489.80,0.271416,10,1796.40,-46.4122,-2.9849,7.209282,-53.6215,252620,SL,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_66330
2026-03-01T10:43:45.951Z,929ace2b,BTCUSDT,LONG,66393.70,66382.90,0.271110,10,1796.40,-2.9280,-0.5638,7.199414,-10.1274,1726328,TRAILING,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_66330
2026-03-01T13:26:52.596Z,3fbc45ec,BTCUSDT,SHORT,66198.90,66325.00,0.014592,7,137.81,-1.8401,-1.6159,0.386768,-2.2269,51243,SL,BREAKOUT_PLAY,BREAKOUT_PLAY|CONTINUATION|LEVEL_66324|VOL_2.0x|LIQ_CASCADE
2026-03-01T13:52:21.241Z,e6c74c27,BTCUSDT,LONG,66324.70,67026.60,0.271392,10,1796.40,190.4901,10.2011,7.238098,183.2520,261742,TP,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_66323
2026-03-01T15:56:54.552Z,a0845422,BTCUSDT,LONG,67146.00,66936.50,0.268073,10,1796.40,-56.1612,-3.5265,7.188768,-63.3500,1255621,SL,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_67110
2026-03-01T16:27:37.214Z,a8862b5f,BTCUSDT,SHORT,67062.80,67072.00,0.268405,10,1796.40,-2.4693,-0.5383,7.200494,-9.6698,1837033,TRAILING,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_67110
2026-03-02T01:20:19.666Z,5cf9c5a0,BTCUSDT,LONG,66707.90,66720.00,0.052468,10,349.30,0.6349,-0.2191,1.400127,-0.7653,439157,TRAILING,BREAKOUT_RETEST,BREAKOUT_RETEST|LEVEL_66485
2026-03-02T01:29:22.984Z,d4aa6a14,BTCUSDT,LONG,66892.10,66483.40,0.014441,7,137.81,-5.9021,-4.5624,0.385220,-6.2873,801149,SL,BREAKOUT_PLAY,BREAKOUT_PLAY|CONTINUATION|LEVEL_66485|VOL_2.3x|LIQ_CASCADE
